"Id do Aeródromo","CIAD","Código OACI","Id to Tipo de Uso","Tipo de Uso","Nome","Município","UF","País","Município Servido","UF Servido","Latitude","Longitude","Altitude","Operação Diurna","Operação Noturna","Id da Pista 1","Designação (Pista 1)","Comprimento (Pista 1)","Largura (Pista 1)","Resistência (Pista 1)","Superfície (Pista 1)","Aeronave Crítica (Pista 1)","Tipo Operação por Cabeceira (Pista 1)","Luzes de Eixo de Pista (Pista 1)","Luzes de Borda de Pista (Pista 1)","Id da Pista 2","Designação (Pista 2)","Comprimento (Pista 2)","Largura (Pista 2)","Resistência (Pista 2)","Superfície (Pista 2)","Aeronave Crítica (Pista 2)","Tipo Operação por Cabeceira (Pista 2)","Luzes de Eixo de Pista (Pista 2)","Luzes de Borda de Pista (Pista 2)","Tipo de Cadastro","Situação","Classe RBAC 153","Perfil Operacional RBAC 153","Classe RBAC 107","Tipo de Operação Internacional (nomenclatura OACI)","Tipo de Operação Internacional (conforme AIP BRASIL)","Certificação Operacional","Portaria de Certificação","Validade do Cadastro","Portaria de Cadastro","Restrição","Referência Cautelar","Amazônia Legal"
5120,"BA0258","SWXR",1,"Privado","Fazenda Flights Ranch","SANTANA","BA","Brasil","","","13°00'20,0""S","044°03'38,0""W","574 m","VFR","Sem Operação",3242,"03/21","1000 m","18 m","5000 Kg /   0,50 MPa","Saibro","","03 - ; 21 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","12/06/2029","https://pergamum.anac.gov.br/arquivos/PA2019-1725.pdf"," ","","não"
5504,"BA0335","",1,"Privado","FAZENDA CAMBARA 3","CORRENTINA","BA","Brasil","","","13°32'43,0""S","046°00'40,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
5600,"AP0018","",1,"Privado","Comandante Chaguinha","MACAPÁ","AP","Brasil","","","00°02'23,0""N","051°09'00,0""W","21 m","VFR","Sem Operação",4177,"09/27","700 m","18 m","5670 Kg /   0,50 MPa","Terra","","09 - ; 27 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","sim"
2227,"GO0160","SIRP",1,"Privado","All Park Polo Empresarial","APARECIDA DE GOIÂNIA","GO","Brasil","","","16°49'30,0""S","049°12'13,0""W","750 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","não"
2407,"MG0132","SJSV",1,"Privado","Fazenda Guiné","SÃO ROQUE DE MINAS","MG","Brasil","","","20°14'53,43""S","046°11'29,6""W","760 m","","",2948,"14/32","800 m","18 m","4000 Kg /   0,50 MPa","Terra","","14 - ; 32 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","não"
2491,"DF0008","SSWB",1,"Privado","COOPADF","BRASÍLIA","DF","Brasil","","","16°00'52,0""S","047°33'29,0""W","1049 m","VFR","Sem Operação",2967,"11/29","799 m","20 m","5000 Kg /   0,50 MPa","Cascalho","","11 - ; 29 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","29/04/2032","https://pergamum.anac.gov.br/arquivos/PA2022 - 7714.pdf"," ","","não"
2659,"MS0050","SDRW",1,"Privado","Fazenda Reserva","RIBAS DO RIO PARDO","MS","Brasil","","","21°30'41,0""S","053°03'10,0""W","320 m","VFR","Sem Operação",2646,"15/33","700 m","18 m","4000 Kg /   0,50 MPa","Saibro","","15 - ; 33 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","27/03/2025","https://pergamum.anac.gov.br/arquivos/PA2015-0748.pdf"," ","","não"
2755,"RR0098","SJYP",1,"Privado","Bananeira","UIRAMUTÃ","RR","Brasil","","","04°19'16,0""N","060°11'38,0""W","272 m","VFR","Sem Operação",4087,"09/27","800 m","20 m","4000 Kg /   0,50 MPa","Terra","","09 - ; 27 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","sim"
2935,"GO0220","",1,"Privado","Morro Vermelho","MINEIROS","GO","Brasil","","","17°43'21,0""S","053°01'32,0""W","853 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
3007,"DF0025","",1,"Privado","Correio Braziliense","BRASÍLIA","DF","Brasil","","","15°47'15,0""S","047°54'43,0""W","1172 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
3103,"MT0032","SDCJ",1,"Privado","Fazenda São Domingos","ALTO ARAGUAIA","MT","Brasil","","","17°41'13,0""S","053°35'28,0""W","568 m","VFR","Sem Operação",4139,"16/34","800 m","40 m","5000 Kg /   0,50 MPa","Grama","","16 - ; 34 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","28/09/2030","https://pergamum.anac.gov.br/arquivos/PA2020-2325.pdf"," ","","sim"
3427,"GO0273","",1,"Privado","CDS","ACREÚNA","GO","Brasil","","","17°27'50,0""S","050°13'08,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
3451,"MG0159","SNNG",1,"Privado","Riviera","MINAS NOVAS","MG","Brasil","","","17°31'19,0""S","042°23'18,0""W","900 m","","",3959,"14/32","1100 m","23 m","5700 Kg /   0,50 MPa","Cascalho","","14 - ; 32 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","16/05/2032","https://pergamum.anac.gov.br/arquivos/PA2022-7983.pdf"," ","","não"
3487,"SP0879","",1,"Privado","Fazenda São Luiz","CERQUEIRA CÉSAR","SP","Brasil","","","23°06'32,0""S","049°13'52,0""W","661 m","VFR","Sem Operação",4193,"02/20","600 m","30 m","5700 Kg /   0,50 MPa","Terra","","02 - ; 20 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
3559,"SP0089","SDDV",1,"Privado","Usina Catanduva","PALMARES PAULISTA","SP","Brasil","","","21°07'46,0""S","048°50'46,0""W","567 m","VFR","Sem Operação",3377,"07/25","760 m","18 m","5000 Kg /   0,50 MPa","Terra","","07 - ; 25 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","08/11/2023","https://pergamum.anac.gov.br/arquivos/PA2013-2912.pdf"," ","","não"
1780,"PR0046","SILQ",1,"Privado"," Aeroleve Aeródromo Privado","CASCAVEL","PR","Brasil","","","24°55'44,4""S","053°29'45,9""W","687 m","VFR","Sem Operação",2416,"08/26","480 m","20 m","5000 Kg /   0,50 MPa","Grama","","08 - ; 26 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","não"
1816,"PR0075","SSFE",1,"Privado","Estância Hércules","FOZ DO IGUAÇU","PR","Brasil","","","25°27'42,0""S","054°35'50,0""W","178 m","","",4457,"02/20","1000 m","18 m","3000 Kg /   0,50 MPa","Asfalto","","02 - ; 20 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","09/09/2032","https://pergamum.anac.gov.br/arquivos/PA2022-8878.pdf"," ","","não"
2008,"BA0155","SSDO",1,"Privado","São Pedro","PORTO SEGURO","BA","Brasil","","","16°45'14,0""S","039°18'59,0""W","80 m","VFR","Sem Operação",3050,"13/31","650 m","18 m","5600 Kg /   0,50 MPa","Terra","","13 - ; 31 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","21/06/2033","https://pergamum.anac.gov.br/arquivos/PA2023-11.556.pdf"," ","","não"
2080,"RJ0084","SIIO",1,"Privado","Itaorna","ANGRA DOS REIS","RJ","Brasil","","","23°00'18,0""S","044°27'57,0""W","48 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","11/04/2033","https://pergamum.anac.gov.br/arquivos/PA2023-10.882.pdf"," ","","não"
693,"CE0023","SNJC",1,"Privado","Cialne Umirim","UMIRIM","CE","Brasil","","","03°41'41,0""S","039°24'31,0""W","87 m","VFR","Sem Operação",2729,"09/27","700 m","20 m","5700 Kg /   0,62 MPa","Piçarra","","09 - ; 27 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","17/02/2026","https://pergamum.anac.gov.br/arquivos/PA2016-0297.pdf"," ","","não"
813,"SP1220","",1,"Privado","Brasília Square Offices - Torre B","SÃO PAULO","SP","Brasil","","","23°30'58,8""S","046°39'52,1""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
849,"MA0037","SNHW",1,"Privado","Fazenda Agro-Maratá","SANTA LUZIA","MA","Brasil","","","04°19'10,0""S","046°13'30,0""W","298 m","VFR","Sem Operação",3855,"09/27","1200 m","25 m","6/F/A/Y/T","Asfalto","","09 - ; 27 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","16/02/2033","https://pergamum.anac.gov.br/arquivos/PA2023-10.477.pdf"," ","","sim"
1041,"MS0199","SJZO",1,"Privado","Zi Viol","CAMPO GRANDE","MS","Brasil","","","20°58'18,0""S","054°04'14,0""W","503 m","VFR","Sem Operação",3573,"11/29","700 m","18 m","5600 Kg /   0,50 MPa","Terra","","11 - ; 29 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","05/09/2028","https://pergamum.anac.gov.br/arquivos/PA2018-2640.pdf"," ","","não"
163,"PE0007","SNAE",2,"Público","Arcoverde","ARCOVERDE","PE","Brasil","Arcoverde","PE","08°24'28,0""S","037°05'18,0""W","648 m","","",884,"15/33","1300 m","28 m","6/F/B/Y/U","Asfalto","","15 - Visual; 33 - Visual",,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",1,"Outras Operações","AP-0","","","não","","05/12/2028","https://pergamum.anac.gov.br/arquivos/PA2018-3679.pdf","Proibição de operações de pouso de aeronaves de asa fixa com motor à reação (turbojato). ","https://pergamum.anac.gov.br/arquivos/PA2022-8479.pdf","não"
1265,"MT0120","SIQV",1,"Privado","Fazenda Matão","SAPEZAL","MT","Brasil","","","12°53'28,0""S","058°34'30,0""W","457 m","VFR","Sem Operação",4309,"04/22","1000 m","23 m","5600 Kg /   0,50 MPa","Cascalho","","04 - ; 22 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","02/06/2024","https://pergamum.anac.gov.br/arquivos/PA2014-2245.pdf"," ","","sim"
1397,"MT0279","",1,"Privado","Condomínio Aeronáutico Aeroagro","SORRISO","MT","Brasil","","","12°35'37,0""S","055°41'49,0""W","373 m","VFR","Sem Operação",4682,"08/26","1000 m","20 m","8/F/B/Y/U","Asfalto","","08 - ; 26 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","02/01/2033","https://pergamum.anac.gov.br/arquivos/PA2022-10137.pdf"," ","","sim"
1433,"MT0327","SWAR",1,"Privado","Fazenda Aruanã","RIBEIRÃO CASCALHEIRA","MT","Brasil","","","13°04'52,0""S","051°35'16,0""W","295 m","VFR","Sem Operação",2670,"01/19","1200 m","30 m","5700 Kg /   0,50 MPa","Cascalho","","01 - ; 19 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","22/05/2033","https://pergamum.anac.gov.br/arquivos/PA2023-11321.pdf"," ","","sim"
1801,"SP1181","",1,"Privado","Valério","SÃO PAULO","SP","Brasil","","","23°35'13,0""S","046°42'57,2""W","777 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
1849,"PR0107","SIFY",1,"Privado","Heliponto Conduspar","SÃO JOSÉ DOS PINHAIS","PR","Brasil","","","25°34'21,0""S","049°09'09,0""W","934 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Interditado",,"","","","","não","","",""," ","","não"
2029,"SC0173","SJEU",1,"Privado","Unifique","TIMBÓ","SC","Brasil","","","26°49'10,0""S","049°16'21,0""W","74 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","não"
678,"SC0105","SWWB",1,"Privado","HELIBRUSQUE","BRUSQUE","SC","Brasil","","","27°04'48,4""S","048°54'46,1""W","20 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","28/01/2029","https://pergamum.anac.gov.br/arquivos/PA2019-0152.pdf"," ","","não"
822,"MS0523","SSXC",1,"Privado","Fazenda Laguna Porã","PORTO MURTINHO","MS","Brasil","","","21°50'53,8""S","057°37'17,9""W","115 m","VFR","Sem Operação",8101,"04/22","800 m","18 m","5700 Kg /   0,50 MPa","Grama","","04 - Visual; 22 - Visual",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","24/07/2030","https://pergamum.anac.gov.br/arquivos/PA2020-1807.pdf"," ","","não"
846,"GO0053","SINV",1,"Privado","Fazenda Nova Baús","MINEIROS","GO","Brasil","","","18°11'17,0""S","053°05'55,0""W","854 m","VFR","Sem Operação",3238,"10/28","900 m","18 m","8/F/B/Y/U","Asfalto","","10 - ; 28 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","13/09/2026","https://pergamum.anac.gov.br/arquivos/PA2016-2425.pdf"," ","","não"
858,"MA0055","SDFL",1,"Privado","Lagoa Corporate","SÃO LUÍS","MA","Brasil","","","02°30'00,0""S","044°18'28,0""W","59 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","29/07/2025","https://pergamum.anac.gov.br/arquivos/PA2015-1993.pdf"," ","","sim"
906,"MG0380","",1,"Privado","Algar BH","BELO HORIZONTE","MG","Brasil","","","19°58'36,3""S","043°56'42,8""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
918,"MG0212","SDBO",1,"Privado","Morada Nova","INHAÚMA","MG","Brasil","","","19°27'59,0""S","044°22'23,0""W","738 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","21/03/2032","https://pergamum.anac.gov.br/arquivos/PA2022-7545.pdf"," ","","não"
72,"ES0001","SBVT",2,"Público","Eurico de Aguiar Salles","VITÓRIA","ES","Brasil","Vitória","ES","20°15'29,0""S","040°17'11,0""W","3 m","VFR / IFR","VFR / IFR",1048,"06/24","1750 m","45 m","45/F/B/X/T","Asfalto","4C","06 - IFR Não Precisão; 24 - IFR - CAT I",,1,944,"02/20","2058 m","45 m","86/F/B/X/T","Asfalto","4D","02 - IFR Não Precisão; 20 - IFR Não Precisão",,1,"Aeródromo em Terras Brasileiras","Cadastrado",3,"","AP-2","Público Regular ou Charter (RS)","INTL CARGA","sim","https://pergamum.anac.gov.br/arquivos/PA2021-6883.pdf","28/04/2024","https://pergamum.anac.gov.br/arquivos/PA2014-1002.pdf"," ","","não"
72,"ES0001","SBVT",2,"Público","Eurico de Aguiar Salles","VITÓRIA","ES","Brasil","Vitória","ES","20°15'29,0""S","040°17'11,0""W","3 m","VFR / IFR","VFR / IFR",1048,"06/24","1750 m","45 m","45/F/B/X/T","Asfalto","4C","06 - IFR Não Precisão; 24 - IFR - CAT I",,1,944,"02/20","2058 m","45 m","86/F/B/X/T","Asfalto","4D","02 - IFR Não Precisão; 20 - IFR Não Precisão",,1,"Aeródromo em Terras Brasileiras","Cadastrado",3,"","AP-2","Público Regular ou Charter (RS)","INTL CARGA","sim","https://pergamum.anac.gov.br/arquivos/PA2021-6883.pdf","28/04/2024","https://pergamum.anac.gov.br/arquivos/PA2014-1002.pdf"," ","","não"
1130,"MS0322","SSPW",1,"Privado","Fazenda São Paulo","COSTA RICA","MS","Brasil","","","18°06'19,0""S","053°09'09,0""W","874 m","VFR","Sem Operação",2477,"01/19","1100 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","01 - ; 19 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","22/12/2032","https://pergamum.anac.gov.br/arquivos/PA2022-10000.pdf"," ","","não"
1142,"MS0341","SSVJ",1,"Privado","Fazenda São João","ALCINÓPOLIS","MS","Brasil","","","17°56'10,0""S","053°54'17,0""W","345 m","VFR","Sem Operação",3821,"09/27","1000 m","18 m","5700 Kg /   0,50 MPa","Grama","","09 - ; 27 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","25/05/2026","https://pergamum.anac.gov.br/arquivos/PA2016-1278.pdf"," ","","não"
1190,"MS0408","SWQQ",1,"Privado","Fazenda Taquarussu","SETE QUEDAS","MS","Brasil","","","23°54'13,0""S","054°58'55,0""W","332 m","VFR","Sem Operação",3735,"03/21","900 m","23 m","5700 Kg /   0,50 MPa","Grama","","03 - ; 21 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","30/11/2028","https://pergamum.anac.gov.br/arquivos/PA2018-3506.pdf"," ","","não"
1406,"MT0286","SSDU",1,"Privado","Fazenda Duas Lagoas","CÁCERES","MT","Brasil","","","16°09'47,0""S","058°11'02,0""W","244 m","VFR","Sem Operação",2714,"04/22","1000 m","20 m","5200 Kg /   0,50 MPa","Terra","","04 - ; 22 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","30/12/2026","https://pergamum.anac.gov.br/arquivos/PA2016-3738.pdf"," ","","sim"
1466,"MG0194","SSYF",1,"Privado","Fazenda do Café","MONTE ALEGRE DE MINAS","MG","Brasil","","","18°52'22,0""S","048°43'18,0""W","842 m","","",2682,"04/22","1200 m","24 m","5600 Kg /   0,50 MPa","Asfalto","","04 - ; 22 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","10/09/2031","https://pergamum.anac.gov.br/arquivos/PA2021-5859.pdf"," ","","não"
1478,"MT0374","SWOL",1,"Privado","Fazenda Roncador","BARRA DO GARÇAS","MT","Brasil","","","15°05'46,0""S","052°24'00,0""W","412 m","VFR","Sem Operação",2821,"09/27","900 m","30 m","5000 Kg /   0,50 MPa","Terra","","09 - ; 27 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","02/03/2025","https://pergamum.anac.gov.br/arquivos/PA2015-0500.pdf"," ","","sim"
1526,"MT0427","SWWX",1,"Privado","Posto de Proteção Ambiental São Joaquim","BARÃO DE MELGAÇO","MT","Brasil","","","16°44'46,0""S","056°22'12,0""W","131 m","","",3728,"01/19","800 m","18 m","3000 Kg /   0,50 MPa","Terra","","01 - ; 19 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","21/07/2032","https://pergamum.anac.gov.br/arquivos/PA2022-8583.pdf"," ","","sim"
466,"PR0006","SBBI",2,"Público","Bacacheri","CURITIBA","PR","Brasil","Curitiba","PR","25°24'12,0""S","049°14'01,0""W","932 m","","",1901,"18/36","1390 m","31 m","21/F/B/X/T","Asfalto","","18 - IFR Não Precisão; 36 - IFR Não Precisão",0,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",2,"","AP-0","","","não","","10/03/2026","https://pergamum.anac.gov.br/arquivos/PA2016-0533.pdf"," ","","não"
4800,"RS0072","SIXE",1,"Privado","Aeroclube de Eldorado do Sul","ELDORADO DO SUL","RS","Brasil","","","30°03'01,0""S","051°26'37,0""W","10 m","","",11110,"11/29","1600 m","25 m","8/F/D/Z/U","Saibro","","11 - ; 29 - ",1,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","não"
4812,"MG0364","",1,"Privado","SAVASSI MALL","BELO HORIZONTE","MG","Brasil","","","19°56'21,0""S","043°56'20,0""W","951 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
5424,"PA0217","",1,"Privado","Fazenda Rio Branco","SÃO MIGUEL DO GUAMÁ","PA","Brasil","","","01°30'23,0""S","047°38'48,0""W","55 m","VFR","Sem Operação",4773,"10/28","1300 m","23 m","5700 Kg /   0,50 MPa","Asfalto","","10 - ; 28 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","sim"
2195,"BA0327","SWBI",1,"Privado","Santa Colomba Cafés","COCOS","BA","Brasil","","","14°37'24,0""S","045°15'05,0""W","812 m","VFR","Sem Operação",7322,"09/27","1050 m","22 m","5700 Kg /   0,50 MPa","Cascalho","","09 - ; 27 - ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","15/07/2030","https://pergamum.anac.gov.br/arquivos/PA2020-1643.pdf"," ","","não"
2267,"MA0023","SIME",1,"Privado","Globo Aviação Agrícola","DAVINÓPOLIS","MA","Brasil","","","05°35'01,0""S","047°25'41,0""W","149 m","","",4742,"09/27","1200 m","20 m","5700 Kg /   0,50 MPa","Asfalto","","09 - ; 27 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","11/04/2033","https://pergamum.anac.gov.br/arquivos/PA2023-12.014.pdf"," ","","sim"
2279,"RJ0146","SSJH",1,"Privado","Ninho do Condor","NOVA IGUAÇU","RJ","Brasil","","","22°39'52,0""S","043°29'31,0""W","53 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","16/07/2025","https://pergamum.anac.gov.br/arquivos/PA2015-1861.pdf"," ","","não"
2399,"RJ0333","SNYD",1,"Privado","Ilha dos Sonhos","","","","","","22°58'11,0""S","044°18'57,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","não"
2411,"MS0522","SNVQ",1,"Privado","Fazenda União","BRASILÂNDIA","MS","Brasil","","","20°40'11,0""S","052°54'11,0""W","456 m","VFR","Sem Operação",7186,"17/35","800 m","20 m","5700 Kg /   0,50 MPa","Terra","","17 - ; 35 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","02/06/2030","https://pergamum.anac.gov.br/arquivos/PA1350-2020.pdf"," ","","não"
2471,"MG0161","SNSR",1,"Privado","Fazenda Santos Reis","GUARDA-MOR","MG","Brasil","","","17°33'01,0""S","046°58'45,0""W","660 m","VFR","Sem Operação",4686,"03/21","1100 m","25 m","5600 Kg /   0,50 MPa","Asfalto","","03 - ; 21 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","10/02/2033","https://pergamum.anac.gov.br/arquivos/PA2023-10466.pdf"," ","","não"
